x,y,z,color
8.817108154296875,-6.8531341552734375,-0.691192626953125,0
9.147979736328125,-7.0911712646484375,0.451385498046875,0
7.291290283203125,-7.3077850341796875,0.656097412109375,0
3.877838134765625,-7.8481292724609375,2.036712646484375,0
10.509552001953125,-8.145675659179688,-2.390777587890625,0
9.271759033203125,-6.4722747802734375,0.479949951171875,0
14.315765380859375,-6.2794647216796875,0.794158935546875,0
7.905426025390625,-9.212081909179688,0.275238037109375,0
5.927337646484375,-7.2506561279296875,3.103118896484375,0
6.977081298828125,-5.9914398193359375,-0.831634521484375,0
7.924468994140625,-6.9245452880859375,-5.908966064453125,0
8.533843994140625,-5.4772796630859375,0.182403564453125,0
9.643096923828125,-8.102828979492188,5.897674560546875,0
7.469818115234375,-8.150436401367188,1.377349853515625,0
7.036590576171875,-10.159469604492188,0.222869873046875,0
4.032562255859375,-9.892868041992188,-2.390777587890625,0
5.475067138671875,-9.083541870117188,-1.645721435546875,0
7.693572998046875,-7.5529632568359375,-3.228668212890625,0
8.862335205078125,-7.1030731201171875,-2.102752685546875,0
7.403167724609375,-9.902389526367188,0.382354736328125,0
3.877838134765625,-7.9742889404296875,1.836761474609375,0
7.186553955078125,-8.186141967773438,-5.892303466796875,0
9.871612548828125,-8.357528686523438,0.222869873046875,0
9.885894775390625,-6.2723236083984375,-2.240814208984375,0
9.552642822265625,-10.780746459960938,-0.622161865234375,0
3.925445556640625,-7.4744110107421875,0.603729248046875,0
5.010894775390625,-7.7481536865234375,2.234283447265625,0
8.593353271484375,-7.3982391357421875,-6.556427001953125,0
11.283172607421875,-5.0488128662109375,2.155731201171875,0
12.154388427734375,-8.364669799804688,-0.422210693359375,0
6.222503662109375,-7.4029998779296875,0.717987060546875,0
5.782135009765625,-7.2935028076171875,1.965301513671875,0
12.535247802734375,-8.150436401367188,-1.764739990234375,0
10.914215087890625,-5.5486907958984375,-3.285797119140625,0
10.171539306640625,-8.790756225585938,0.834625244140625,0
9.557403564453125,-7.4149017333984375,2.674652099609375,0
4.858551025390625,-7.0173797607421875,1.896270751953125,0
9.067047119140625,-9.597702026367188,-0.791168212890625,0
11.383148193359375,-6.9388275146484375,-1.055389404296875,0
9.969207763671875,-4.8893280029296875,-2.593109130859375,0
10.040618896484375,-10.323715209960938,1.298797607421875,0
7.493621826171875,-8.067123413085938,2.231903076171875,0
9.754974365234375,-8.738388061523438,2.784149169921875,0
9.981109619140625,-15.143966674804688,2.484222412109375,0
8.862335205078125,-11.806686401367188,0.041961669921875,0
1.242767333984375,-7.3292083740234375,-2.048004150390625,0
5.729766845703125,-11.185409545898438,-2.366973876953125,0
9.214630126953125,-7.7195892333984375,2.548492431640625,0
11.697357177734375,-5.1654510498046875,1.396392822265625,0
12.390045166015625,-10.673629760742188,1.539215087890625,0
0.423919677734375,-14.965438842773438,-3.533355712890625,1
1.928314208984375,-8.671737670898438,-2.002777099609375,1
16.910369873046875,-11.213973999023438,-0.160369873046875,1
8.717132568359375,-5.5962982177734375,-3.185821533203125,1
10.733306884765625,-13.349166870117188,-0.217498779296875,1
0.000213623046875,-6.4151458740234375,2.274749755859375,1
10.433380126953125,-8.957382202148438,-1.657623291015625,1
12.002044677734375,-6.8697967529296875,-0.105621337890625,1
13.142242431640625,-3.7396087646484375,-2.390777587890625,1
11.935394287109375,-9.659591674804688,1.175018310546875,1
4.180145263671875,-6.9197845458984375,0.058624267578125,1
